Distribuidor;Ceco;Tipo de precio;Precio;Marca;Referencia;Categoria;Descripcion;Garantia;Ventajas competitivas;Otros productos;URL;
Cosostenible;ENERGIA SOLAR;Precio comercial;$682.450;Belttt;INVERSOR ONDA PURA GREEN BAP 3000W 24V;Inversor onda Pura;;;#N/A;#N/A;https://drive.google.com/file/d/19sBDuKKf6KFIQhD9eDP5xdVSgRTB4PAl/view?usp=sharing;
Cosostenible;BATERIAS;Precio comercial;$5.116.425;Greenpoint;BATERIA LITHIUM GREEN POINT RACK  100AH 51.2V;Litio;;;#N/A;#N/A;https://drive.google.com/file/d/1AJ8JjsLKCaKYKwMNheEXBiS4kO7E6Rz5/view?usp=sharing;
Cosostenible;BATERIAS;Precio comercial;$2.790.550;Greenpoint;BATERIA LITHIUM GREEN POINT 120AH  25,6V;Litio;;;#N/A;#N/A;https://drive.google.com/file/d/1AKoFu3-TwgCMkM3jTOXJSe2uj_P5755C/view?usp=sharing;
Cosostenible;BATERIAS;Precio comercial;$2.053.604;Greenpoint;BATERIA LITHIUM GREEN POINT 100AH 25.6V;Litio;;;#N/A;#N/A;https://drive.google.com/file/d/18Vt0WucNAdXfG0AtNfFx-VW0swtLV8wl/view?usp=sharing;
Cosostenible;BATERIAS;Precio comercial;$3.073.233;Greenpoint;BATERIA LITHIUM GREEN POINT 150AH 25.6V;Litio;;;#N/A;#N/A;https://drive.google.com/file/d/19tcxhuPPygJ_k_e4Bg9c-srzFD9iXG42/view?usp=sharing;
Cosostenible;BATERIAS;Precio comercial;$4.861.799;Greenpoint;BATERIA LITHIUM GREEN POINT RACK 200AH 25.6V;Litio;;;#N/A;#N/A;https://drive.google.com/file/d/1ATMYHHul6RX3PLgpOFbJZ5u6aChrVzX6/view?usp=sharing;
Cosostenible;BATERIAS;Precio comercial;$8.874.711;Greenpoint;BATERIA LITHIUM GREEN POINT RACK 200AH 48V;Litio;;;#N/A;#N/A;https://drive.google.com/file/d/1AXQRckLsCVkOKTdi4y3tj192406HBPI8/view?usp=sharing;
Cosostenible;BATERIAS;Precio comercial;$4.036.966;Greenpoint;BATERIA LITHIUM GREEN POINT 200AH 25.6V;Litio;;;#N/A;#N/A;https://drive.google.com/file/d/1AK4tuxY7c_u7-PpldChu_rtpm0xqY_Cv/view?usp=sharing;
Cosostenible;BATERIAS;Precio comercial;$3.073.233;Greenpoint;BATERIA LITHIUM GREEN POINT 150AH 24V;Litio;;;#N/A;#N/A;https://drive.google.com/file/d/19tcxhuPPygJ_k_e4Bg9c-srzFD9iXG42/view?usp=sharing;
Emergente;BATERIAS;Precio comercial;$2.841.000;Epever;Batería Litio 100AH 25.6V Epever LFP 2.56KWH 25.6V-P20L1 25.6V 100AH;Litio;;3 años;Se despacha de 1 a 3 días hábiles posteriores a la compra;;;
Emergente;BATERIAS;Precio comercial;$4.629.000;Epever;Batería Litio 150AH 25.6V Epever LFP 3.84KWH 25.6V-P65L2TN40 25.6V 150AH;Litio;;3 años;Se despacha de 1 a 3 días hábiles posteriores a la compra;;;
Energia y movilidad;BATERIAS;Tipo de precio;$44.625;TBplus;Batería AGM 12V 3Ah Tb-Plus;AGM;;;#N/A;;;
Energia y movilidad;BATERIAS;Precio comercial;$35.700;TBplus;Batería AGM 12V 4Ah Tb-Plus;AGM;;;;;;
Energia y movilidad;BATERIAS;Precio comercial;$47.481;TBplus;5Batería AGM 12V 5Ah Tb-Plus;AGM;;;;;;
Energia y movilidad;BATERIAS;Precio comercial;$50.575;TBplus;Batería AGM 12V 7Ah Tb-Plus;AGM;;;;;;
Energia y movilidad;BATERIAS;Precio comercial;$62.356;TBplus;Batería AGM 12V 9Ah Tb-Plus;AGM;;;;;;
Energia y movilidad;BATERIAS;Precio comercial;$79.611;TBplus;Batería AGM 12V 12Ah Tb-Plus;AGM;;;;;;
Energia y movilidad;BATERIAS;Precio comercial;$113.407;TBplus;Batería AGM 12V 18Ah Tb-Plus;AGM;;;;;;
Energia y movilidad;BATERIAS;Precio comercial;$200.872;TBplus;Batería AGM 12V 26Ah Tb-Plus;AGM;;;;;;
Energia y movilidad;BATERIAS;Precio comercial;$254.898;TBplus;Batería AGM 12V 35Ah Tb-Plus;AGM;;;;;;
Energia y movilidad;BATERIAS;Precio comercial;$289.646;TBplus;Batería AGM 12V 40Ah Tb-Plus;AGM;;;;;;
Energia y movilidad;BATERIAS;Precio comercial;$3.228.096;Pylontech;BMS para baterías Force L1/L2 Pylontech;BMS;;;;;;
Energia y movilidad;BATERIAS;Precio comercial;$3.368.448;Pylontech;BMS para baterías Force H1/H2 Pylonetch;BMS;;;;;;
Energia y movilidad;BATERIAS;Precio comercial;$210.528;Pylontech;Set de 2 Brackets para baterías US2000 Pylontech;Brakers;;;;;;
Energia y movilidad;BATERIAS;Precio comercial;$210.528;Pylontech;Set de 2 Brackets para baterías US3000 Pylontech;Brakers;;;;;;
Energia y movilidad;BATERIAS;Precio comercial;$210.528;Pylontech;Set de 2 Brackets para baterías UP2500 Pylontech;Brakers;;;;;;
Energia y movilidad;BATERIAS;Precio comercial;$70.176;Pylontech;Cables de conexión entre baterías Pylontech;Cable;;;;;;
Energia y movilidad;BATERIAS;Precio comercial;$395.437;TBplus;Batería GEL 12V 55Ah Tb-Plus;Gel;;;;;;
Energia y movilidad;BATERIAS;Precio comercial;$548.947;TBplus;Batería GEL 12V 75Ah Tb-Plus;Gel;;;;;;
Energia y movilidad;BATERIAS;Precio comercial;$727.090;TBplus;Batería GEL 12V 100Ah Tb-Plus;Gel;;;;;;
Energia y movilidad;BATERIAS;Precio comercial;$840.616;TBplus;Batería GEL 12V 120Ah Tb-Plus;Gel;;;;;;
Energia y movilidad;BATERIAS;Precio comercial;$944.503;TBplus;Batería GEL 12V 150Ah Tb-Plus;Gel;;;;;;
Energia y movilidad;BATERIAS;Precio comercial;$1.317.449;TBplus;Batería GEL 12V 200Ah Tb-Plus;Gel;;;;;;
Energia y movilidad;BATERIAS;Precio comercial;$1.623.636;TBplus;Batería GEL 12V 250Ah Tb-Plus;Gel;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$1.854.332;Inti;Inversor Multifuncional Álamo 24V 40A 1000VA Inti;Inversor cargador;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$2.965.710;Inti;Inversor Multifuncional Álamo 48V 60A 2000VA Inti;Inversor cargador;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$3.433.980;Inti;Inversor Multifuncional Álamo 48V 60A 3000VA Inti;Inversor cargador;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$7.856.014;Inti;Inversor multifuncional Álamo 6500VA 48V 120A Inti;Inversor cargador;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$4.262.160;Inti;Inversor Multifuncional Álamo 120V 3Kw offgrid Inti;Inversor cargador;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$4.921.350;Inti;Inversor Multifuncional Álamo 220V 5Kw offgrid Inti;Inversor cargador;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$1.690.416;Victron;MultiPlus 12/500/20-16 120V VE.Bus Victron Energy;inversor cargador;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$2.218.671;Victron;MultiPlus 12/1200/50-16 120V VE.Bus Victron Energy;inversor cargador;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$4.116.304;Victron;MultiPlus Compact 12/2000/80-50 120V VE.Bus (UL) Victron Energy;inversor cargador;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$3.925.341;Victron;MultiPlus 12/2000/80-50 120V VE.Bus (UL) Victron Energy;inversor cargador;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$5.319.100;Victron;MultiPlus 12/3000/120-50 120V VE.Bus (UL) Victron Energy;inversor cargador;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$4.538.908;Victron;MultiPlus-II 12/3000/120-50 120V Victron Energy;inversor cargador;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$4.583.628;Victron;MultiPlus-II 12/3000/120-50 120V (UL) Victron Energy;inversor cargador;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$4.953.428;Victron;MultiPlus-II 12/3000/120-50 2x120V (UL) Victron Energy;inversor cargador;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$6.270.002;Victron;Quattro-II 12/3000/120-50/50 2x120V Victron Energy;inversor cargador;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$13.588.344;Victron;Quattro 12/5000/220-100/100 120V VE.Bus Victron Energy;inversor cargador;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$3.518.991;Victron;MultiPlus Compact 24/2000/50-50 120V VE.Bus Victron Energy;inversor cargador;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$3.531.160;Victron;MultiPlus 24/2000/50-50 120V VE.Bus Victron Energy;inversor cargador;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$3.575.880;Victron;MultiPlus 24/2000/50-50 120V VE.Bus (UL) Victron Energy;inversor cargador;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$5.319.100;Victron;MultiPlus 24/3000/70-50 120V VE.Bus Victron Energy;inversor cargador;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$5.396.328;Victron;MultiPlus 24/3000/70-50 120V VE.Bus (UL) Victron Energy;inversor cargador;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$4.538.908;Victron;MultiPlus-II 24/3000/70-50 120V (UL) Victron Energy;inversor cargador;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$5.160.645;Victron;MultiPlus-II 24/3000/70-50 2x120V Victron Energy;inversor cargador;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$5.217.534;Victron;MultiPlus-II 24/3000/70-50 2x120V (UL) Victron Energy;inversor cargador;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$5.957.091;Victron;Quattro-II 24/3000/70-50/50 2x120V Victron Energy;inversor cargador;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$11.357.504;Victron;Quattro 24/5000/120-100/100 120V VE.Bus Victron Energy;inversor cargador;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$2.450.312;Victron;MultiPlus 48/2000/25-50 120V VE.Bus Victron Energy;inversor cargador;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$2.665.656;Victron;MultiPlus-II 48/3000/35-50 120V Victron Energy;inversor cargador;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$2.702.206;Victron;MultiPlus-II 48/3000/35-50 120V (UL) Victron Energy;inversor cargador;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$4.217.913;Victron;MultiPlus-II 48/5000/70-95 120V Victron Energy;inversor cargador;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$6.326.848;Victron;Quattro 48/3000/35-50/50 120V VE.Bus Victron Energy;inversor cargador;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$6.582.870;Victron;Quattro 48/5000/70-100/100 120V VE.Bus Victron Energy;inversor cargador;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$11.869.462;Victron;Quattro 48/10000/140-100/100 120V VE.Bus Victron Energy;inversor cargador;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$15.591.628;Victron;Quattro 48/15000/200-100/100 277V VE.Bus Victron Energy;inversor cargador;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$9.308.640;Deye;SUN 8K SG01LP1 US;Inversor hibrido;Inversor híbrido 8kW split phase 120/240Vac 48Vdc Deye;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$12.341.000;Deye;SUN-6K-SG04LP3-EU-LV;Inversor hibrido;Inversor híbrido 6kW trifásico 133/230Vac 48Vdc Deye;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$14.759.836;Deye;SUN-12K-SG04LP3-EU-LV;Inversor hibrido;Inversor híbrido 12kW trifásico 133/230Vac 48Vdc Deye;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$12.341.000;Deye;SUN-12K-SG02LP2-US-AM3;Inversor hibrido;Inversor híbrido 12kW split phase 120/240Vac 48Vdc Deye;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$38.060.848;Fronius;Tauro Eco 99-3-D;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$38.060.848;Fronius;Tauro Eco 100-3-D;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$35.744.352;Fronius;Tauro 50-3-D;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$34.499.502;Fronius;Tauro Eco 99-3-P;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$34.499.502;Fronius;Tauro Eco 100-3-P;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$33.947.296;Fronius;Tauro 50-3-P;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$27.713.801;Fronius;Tauro Eco 50-3-D;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$25.799.785;Fronius;Tauro Eco 50-3-P;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$22.421.920;Goodwe;Inversor trifásico 73KW 208Vac with DC switch & WIFI Goodwe;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$22.325.600;Goodwe;Inversor trifásico 100KW, 10 MPPT 1100Vdc, 400Vac (320Vac-440Vac) with DC switch & WIFI Goodwe;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$18.135.680;Goodwe;Inversor trifásico 60kw 480Vac con Switch DC y Wifi Goodwe;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$14.857.188;Fronius;Primo 15.0-1 208-240 WLAN/LAN/Webserver Fronius;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$14.806.708;Goodwe;Inversor trifásico 50kw 480Vac con Switch DC y Wifi Goodwe;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$14.757.600;Goodwe;Inversor trifásico 35kw 208-240Vac con DC switch y Wifi GoodWe;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$14.523.680;Goodwe;Inversor trifásico 60kW 400Vac, with DC switch &WIFI Goodwe;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$14.358.560;Goodwe;Inversor trifásico 30kw 208-240Vac con DC switch y Wifi GoodWe;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$14.317.452;Fronius;Primo 15.0-1 208-240 Lite Fronius;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$14.005.014;Fronius;Symo Advanced 12.0-3 208-240 WLAN/LAN/Webserver Fronius;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$13.451.948;Fronius;Symo Advanced 12.0-3 208-240 Lite Fronius;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$13.262.619;Fronius;Symo Advanced 24.0-3 480 WLAN/LAN/Webserver Fronius;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$13.241.592;Fronius;Primo GEN24 10.0 208-240 Fronius;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$13.118.139;Fronius;Symo 15.0-3 208 WLAN/LAN/web server Fronius;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$13.118.139;Fronius;Symo Advanced 22.7-3 480 WLAN/LAN/Webserver Fronius;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$13.093.285;Fronius;Symo Advanced 20.0-3 480 WLAN/LAN/Webserver Fronius;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$12.943.817;Fronius;Symo Advanced 15.0-3 480 WLAN/LAN/Webserver Fronius;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$12.754.488;Fronius;Symo Advanced 24.0-3 480 Lite Fronius;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$12.673.734;Fronius;Primo 12.5-1 208-240 WLAN/LAN/Webserver Fronius;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$12.605.020;Fronius;Symo Advanced 22.7-3 480 Lite Fronius;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$12.575.092;Fronius;Symo Advanced 20.0-3 480 Lite Fronius;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$12.560.171;Fronius;Symo 15.0-3 208 Lite Fronius;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$12.540.219;Fronius;Symo Advanced 10.0-3 208-240 WLAN/LAN/Webserver Fronius;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$12.400.770;Fronius;Symo Advanced 15.0-3 480 Lite Fronius;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$12.225.760;Goodwe;Inversor trifásico 20kw 208-240Vac 3 MPPT con DC switch y Wifi GoodWe;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$12.134.041;Fronius;Primo 12.5-1 208-240 Lite Fronius;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$12.006.460;Fronius;Primo 11.4-1 208-240 WLAN/LAN/Webserver Fronius;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$11.992.184;Fronius;Symo Advanced 10.0-3 208-240 Lite Fronius;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$11.452.018;Fronius;Primo 11.4-1 208-240 Lite Fronius;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$11.303.840;Goodwe;Inversor trifásico 15kw 208-240Vac 3 MPPT con DC switch y Wifi GoodWe;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$10.779.842;Fronius;Primo 10.0-1 208-240 WLAN/LAN/Webserver Fronius;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$10.428.618;Fronius;Primo GEN24 7.7 208-240 Fronius;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$10.225.400;Fronius;Primo 10.0-1 208-240 Lite Fronius;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$10.079.200;Goodwe;Inversor trifásico 25kw 400Vac 3 MPPT Goodwe;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$9.886.560;Goodwe;Inversor trifásico 12kw 208-240Vac 3 MPPT con DC switch y Wifi GoodWe;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$8.630.745;Fronius;Primo 8.2-1 208-240 WLAN/LAN/Webserver Fronius;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$8.553.302;Fronius;Primo GEN24 6.0 208-240 Fronius;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$8.140.115;Fronius;Primo 7.6-1 208-240 WLAN/LAN/Webserver Fronius;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$8.086.064;Fronius;Primo 8.2-1 208-240 Lite Fronius;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$7.798.609;Fronius;Primo GEN24 5.0 208-240 Fronius;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$7.600.379;Fronius;Primo 7.6-1 208-240 Lite Fronius;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$6.687.704;Fronius;Primo 6.0-1 208-240 WLAN/LAN/Webserver Fronius;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$6.357.808;Fronius;Primo GEN24 3.8 208-240 Fronius;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$6.236.333;Fronius;Primo 5.0-1 208-240 WLAN/LAN/Webserver Fronius;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$6.157.772;Fronius;Primo 6.0-1 208-240 Lite Fronius;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$5.873.241;Fronius;Primo 3.8-1 208-240 WLAN/LAN/Webserver Fronius;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$5.691.652;Fronius;Primo 5.0-1 208-240 Lite Fronius;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$5.289.301;Fronius;Primo 3.8-1 208-240 Lite Fronius;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$4.816.000;Goodwe;Inversor monofásico 10kw 220/230Vac con Switch DC y Wifi Goodwe;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$3.378.080;Goodwe;Inversor monofásico 6kw 220/230Vac con Switch DC y Wifi Goodwe;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$3.219.840;Goodwe;Inversor monofásico 5kw 220/230Vac con Switch DC y Wifi Goodwe;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$3.164.800;Goodwe;Inversor monofásico 3.6kw 220/230Vac con Switch DC y Wifi Goodwe;Inversor On grid;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$427.635;Inti;Inversor onda pura Palma 300VA - 12V Inti;Inversor onda Pura;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$449.780;Inti;Inversor onda pura Palma 300VA - 24V Inti;Inversor onda Pura;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$640.442;Inti;Inversor onda pura Palma 500VA - 12V Inti;Inversor onda Pura;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$654.159;Inti;Inversor onda pura Palma 500VA - 24V Inti;Inversor onda Pura;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$894.400;Inti;Inversor onda pura Palma 1000VA - 24V Inti;Inversor onda Pura;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$1.458.302;Inti;Inversor onda pura Palma 1500VA - 24V Inti;Inversor onda Pura;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$1.458.302;Inti;Inversor onda pura Palma 1500VA - 12V Inti;Inversor onda Pura;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$2.062.151;Inti;Inversor onda pura Palma 2000VA - 24V Inti;Inversor onda Pura;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$2.082.103;Inti;Inversor onda pura Palma 2000VA - 48V Inti;Inversor onda Pura;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$2.317.700;Inti;Inversor onda pura Palma 3000VA - 24V Inti;Inversor onda Pura;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$2.330.600;Inti;Inversor onda pura Palma 3000VA - 48V Inti;Inversor onda Pura;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$930.090;Inti;Inversor onda pura baja frecuencia Teca Litio 24V 500VA Inti;Inversor onda Pura;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$1.439.511;Inti;Inversor onda pura baja frecuencia Teca Litio 24V 1000VA Inti;Inversor onda Pura;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$2.202.847;Inti;Inversor onda pura baja frecuencia Teca Litio 24V 2000VA Inti;Inversor onda Pura;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$3.234.761;Inti;Inversor onda pura baja frecuencia Teca Litio 24V 3000VA Inti;Inversor onda Pura;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$4.234.339;Inti;Inversor onda pura baja frecuencia Teca Litio 48V 4000VA Inti;Inversor onda Pura;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$5.914.650;Inti;Inversor onda pura baja frecuencia Teca Litio 48V 5000VA Inti;Inversor onda Pura;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$9.391.200;Inti;Inversor onda pura baja frecuencia Teca Litio 48V 8000VA Inti;Inversor onda Pura;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$438.858;Victron;Inverter 12/250 120V VE.Direct NEMA 5-15R Victron Energy;Inversor onda Pura;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$536.382;Victron;Inverter 12/375 120V VE.Direct NEMA 5-15R Victron Energy;Inversor onda Pura;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$674.541;Victron;Phoenix Inverter 12/500 120V VE.Direct NEMA 5-15R Victron Energy;Inversor onda Pura;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$1.149.992;Victron;Phoenix Inverter 12/800 120V VE.Direct NEMA 5-15R Victron Energy;Inversor onda Pura;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$1.519.749;Victron;Phoenix Inverter 12/1200 120V VE.Direct NEMA 5-15R Victron Energy;Inversor onda Pura;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$430.731;Victron;Phoenix Inverter 12/250 120V VE.Direct NEMA GFCI Victron Energy;Inversor onda Pura;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$524.170;Victron;Phoenix Inverter 12/375 120V VE.Direct NEMA GFCI Victron Energy;Inversor onda Pura;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$654.202;Victron;Phoenix Inverter 12/500 120V VE.Direct NEMA GFCI Victron Energy;Inversor onda Pura;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$1.117.484;Victron;Phoenix Inverter 12/800 120V VE.Direct NEMA GFCI Victron Energy;Inversor onda Pura;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$1.499.410;Victron;Phoenix Inverter 12/1200 120V VE.Direct NEMA GFCI Victron Energy;Inversor onda Pura;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$5.258.169;Victron;Phoenix Inverter 24/3000 120V VE.Bus Victron Energy;Inversor onda Pura;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$438.858;Victron;Phoenix Inverter 24/250 120V VE.Direct NEMA 5-15R Victron Energy;Inversor onda Pura;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$536.382;Victron;Phoenix Inverter 24/375 120V VE.Direct NEMA 5-15R Victron Energy;Inversor onda Pura;;;;;;
Energia y movilidad;ENERGIA SOLAR;Precio comercial;$674.541;Victron;Inverter 24/500 120V VE.Direct NEMA 5-15R Victron Energy;Inversor onda Pura;;;;;;
