Distribuidor;Ceco;Tipo de precio;Precio;Marca;Referencia;Categoria;Descripcion;Garantia;Ventajas competitivas;Otros productos;URL;
Ingesolar;ENERGIA SOLAR;Precio comercial;$2.800.000;Must;INVC14 ;Inversor cargador;6KW BIFASICO 220V MPPT 80A/48V145VOC;12 MESES DE GARANTIA;#N/A;#N/A;https://drive.google.com/file/d/1b-0OdjD9apVBKnMh96bnaYPeBk2oIpL0/view;
Ingesolar;ENERGIA SOLAR;Precio comercial;$7.000.000;Deye;INVC08 ;Inversor hibrido;5KW BIFASICO 48V/500VOC CON MODULO DE CO;;Capacitaciones a distribuidores, certificaciones y soporte 24h;Aire acondicionado, Software de análisis;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$7.738.000;Deye;INVC07 ;Inversor hibrido;8KW BIFASICO 48V/500VOC CON MODULO DE CO;;Capacitaciones a distribuidores, certificaciones y soporte 24h;Aire acondicionado, Software de análisis;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$10.378.000;Deye;INVC20 ;Inversor hibrido;15KW TRIFASICO 160500V/550VOC CON DE CO;;Capacitaciones a distribuidores, certificaciones y soporte 24h;Aire acondicionado, Software de análisis;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$5.788.409;Infinisolar;INVC18;Inversor hibrido;6KW BIFASICO 120/240VAC 2MPPT 120A 48V/600VOC INFINISOLAR LV WP;;#N/A;#N/A;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$7.222.776;Infinisolar;INVC19;Inversor hibrido;12KW BIFASICO 120/240VAC 2MPPT 200A 48V/600VOC INFINISOLAR LV WP;;#N/A;#N/A;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$15.899.291;Deye;INVOG02;Inversor hibrido;75KWEUAM8LV–TRIFASICO 220V/800VOC;;Capacitaciones a distribuidores, certificaciones y soporte 24h;Aire acondicionado, Software de análisis;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$18.393.873;Deye;INVOG03;Inversor hibrido;136KW–EU–AM8 TRIFASICO 220380V1100VOC;;Capacitaciones a distribuidores, certificaciones y soporte 24h;Aire acondicionado, Software de análisis;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$6.295.750;Deye;INVOP53;Inversor On grid;15KWG02LV TRIFASICO 220V/800VOC CON;10 años;Capacitaciones a distribuidores, certificaciones y soporte 24h;Aire acondicionado, Software de análisis;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$5.637.222;Deye;INVOG01;Inversor On grid;20KW–G02–LV TRIFASICO 220V/800VOC;10 años;Capacitaciones a distribuidores, certificaciones y soporte 24h;Aire acondicionado, Software de análisis;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$5.611.400;Deye;INVOP52;Inversor On grid;12KWG02LV TRIFASICO 220V/800VOC CON;10 años;Capacitaciones a distribuidores, certificaciones y soporte 24h;Aire acondicionado, Software de análisis;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$4.843.000;Allyce;INVOP07;Inversor On grid;5.000W TRIFASICO A 480VOC Y SALIDA 220/208VAC;;#N/A;#N/A;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$2.697.000;Allyce;INVOP05;Inversor On grid;3.000W MONOFASICO A 360VOC Y SALIDA 110VAC;;#N/A;#N/A;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$1.200.000;JFY;INVOP04;Inversor On grid;1.500W BIFASICO A 450VOC Y SALIDA;;#N/A;#N/A;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$743.200;Allyce;INVOP17;Inversor onda Pura;1KVA 12V/1000W SALIDA A 110V;12 MESES DE GARANTIA;#N/A;#N/A;https://drive.google.com/file/d/1KqiFZEZ1Og8JiWSSJ_iZKiuSzLwn6PuD/view;
Ingesolar;ENERGIA SOLAR;Precio comercial;$842.566;Allyce;INVC03;Inversor onda Pura;1.2KW MONOFASICO 110V MPPT 60AH /12V;12 MESES DE GARANTIA;#N/A;#N/A;https://drive.google.com/file/d/17ZhnFHB1eICgt9p0Z2YrK9GmoiIYTSu5/view;
Ingesolar;ENERGIA SOLAR;Precio comercial;$784.458;Allyce;INVC06;Inversor onda Pura;1.2KW MONOFASICO 110V MPPT 60AH /24V;12 MESES DE GARANTIA;#N/A;#N/A;https://drive.google.com/file/d/17ZhnFHB1eICgt9p0Z2YrK9GmoiIYTSu5/view;
Ingesolar;ENERGIA SOLAR;Precio comercial;$1.086.620;Allyce;INVC22;Inversor onda Pura;3KW MONOFASICO 110V MPPT 60AH /24V;12 MESES DE GARANTIA;#N/A;#N/A;https://drive.google.com/file/d/17ZhnFHB1eICgt9p0Z2YrK9GmoiIYTSu5/view;
Ingesolar;ENERGIA SOLAR;Precio comercial;$1.972.452;Allyce;INVOP35;Inversor onda Pura;5KW MONOFASICO 220V MPPT 80A/48V150VOC ;12 MESES DE GARANTIA;#N/A;#N/A;https://drive.google.com/file/d/187jOt0wZC8d9fDBwPDUz1Ui1jk8I0cpu/view;
Ingesolar;ENERGIA SOLAR;Precio comercial;$576.700;Allyce;INVOP29;Inversor onda Pura;2000W  12V a 110Vac;;#N/A;#N/A;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$856.170;Allyce;INVOP29-1;Inversor onda Pura;2000W  24V a 110Vac;;#N/A;#N/A;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$905.000;Allyce;INVOP28;Inversor onda Pura;2000W 12V a 220Vac;;#N/A;#N/A;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$1.199.250;Allyce;INVOP13;Inversor onda Pura;3000W  12V a 110vac;;#N/A;#N/A;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$1.417.500;Allyce;INVOP13-1;Inversor onda Pura;3000W  24V a 110vac;;#N/A;#N/A;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$271.978;Epever;INVOP62;Inversor onda Pura;IP50021 500W 24Vdc a 110Vac;;Sistema compatibles con los diferente materiales en tejados;Accesorios;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$333.322;Epever;INVOP45;Inversor onda Pura;IP50011 500W 12Vdc a 110Vac;;Sistema compatibles con los diferente materiales en tejados;Accesorios;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$639.257;Epever;INVOP46;Inversor onda Pura;IP100011 1000W 12Vdc a 110Vac;;Sistema compatibles con los diferente materiales en tejados;Accesorios;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$577.250;Epever;INVOP47;Inversor onda Pura;IP100021 1000W 24Vdc a 110Vac;;Sistema compatibles con los diferente materiales en tejados;Accesorios;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$632.706;Epever;INVOP65;Inversor onda Pura;IP150011 1500W 12Vdc a 110Vac;;Sistema compatibles con los diferente materiales en tejados;Accesorios;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$623.574;Epever;INVOP60;Inversor onda Pura;IP150021 1500W 24Vdc a 110Vac;;Sistema compatibles con los diferente materiales en tejados;Accesorios;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$738.847;Epever;INVOP49;Inversor onda Pura;IP200041 2000W 48Vdc a 110Vac;;Sistema compatibles con los diferente materiales en tejados;Accesorios;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$766.045;Epever;INVOP48;Inversor onda Pura;IP200021 2000W 24Vdc a 110Vac;;Sistema compatibles con los diferente materiales en tejados;Accesorios;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$433.152;Epever;INVOP69;Inversor onda Pura;STI100024 1000W 24Vdc a 110Vac;;Sistema compatibles con los diferente materiales en tejados;Accesorios;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$955.600;Epever;INVOP64;Inversor onda Pura; IP100011 PLUS(T) 1000W 12Vdc a 110Vac;;Sistema compatibles con los diferente materiales en tejados;Accesorios;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$806.234;Epever;INVOP06;Inversor onda Pura; IP100021 PLUS(T) 1000W 24Vdc a 110Vac;;Sistema compatibles con los diferente materiales en tejados;Accesorios;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$1.180.450;Epever;INVOP61;Inversor onda Pura; IP150021 PLUS(T) 1500W 24Vdc a 110Vac;;Sistema compatibles con los diferente materiales en tejados;Accesorios;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$1.070.328;Epever;INVOP39;Inversor onda Pura; IP200011 PLUS(T) 2000W 12Vdc a 110Vac;;Sistema compatibles con los diferente materiales en tejados;Accesorios;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$1.117.935;Epever;INVOP58;Inversor onda Pura; IP200041 PLUS(T) 2000W 48Vdc a 110Vac;;Sistema compatibles con los diferente materiales en tejados;Accesorios;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$1.708.150;Epever;INVOP24;Inversor onda Pura; IP300011 PLUS(T) 3000W 12Vdc a 110Vac;;Sistema compatibles con los diferente materiales en tejados;Accesorios;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$1.568.467;Epever;INVOP63;Inversor onda Pura; IP300021 PLUS(T) 3000W 24Vdc a 110Vac;;Sistema compatibles con los diferente materiales en tejados;Accesorios;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$1.521.450;Epever;INVOP59;Inversor onda Pura; IP400041 PLUS(T) 4000W 48Vdc a 110Vac;;Sistema compatibles con los diferente materiales en tejados;Accesorios;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$471.694;Epever;INVOP33;Inversor onda Pura;IPT50021 500W 24Vdc a 110Vac;;Sistema compatibles con los diferente materiales en tejados;Accesorios;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$740.466;Epever;INVOP67;Inversor onda Pura;IPT100021 1000W 24Vdc a 110Vac;;Sistema compatibles con los diferente materiales en tejados;Accesorios;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$667.804;Epever;INVOP72;Inversor onda Pura;IPT200021 2000W 24Vdc a 110Vac;;Sistema compatibles con los diferente materiales en tejados;Accesorios;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$880.933;Epever;INVOP73;Inversor onda Pura;IPT200041 2000W 48Vdc a 110Vac;;Sistema compatibles con los diferente materiales en tejados;Accesorios;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$1.642.368;Epever;INVOP68;Inversor onda Pura;IPT300021 3000W 24Vdc a 110Vac;;Sistema compatibles con los diferente materiales en tejados;Accesorios;;
Ingesolar;BATERIAS;Precio comercial;$1.748.717;Epever;BATL21;Litio;25.6V 100AH 5.000 CICLOS AL 80% DOD W:22kg;;Sistema compatibles con los diferente materiales en tejados;Accesorios;https://www.epever.com/wp-content/uploads/2023/09/LFP2.56KWH25.6V-P20L1EN.pdf;
Ingesolar;BATERIAS;Precio comercial;$3.990.000;Motoma;BATL11;Litio;51.2V100AH 5000 CICLOS80% W:45Kg RACK;36 meses;#N/A;#N/A;https://drive.google.com/file/d/1GZ-z0uq5uOZeg-NvZeQpAtkibTLlKXZP/view;
Ingesolar;BATERIAS;Precio comercial;$4.407.317;Motoma;BATL14;Litio;25.6V200AH 5000 CICLOS80% W:53Kg WALL;36 meses;#N/A;#N/A;https://drive.google.com/file/d/1OBH30eWs0LOBuzsWio_BDB9eNht3Etk5/view;
Ingesolar;BATERIAS;Precio comercial;$6.979.567;Motoma;BATL12;Litio;51.2V200AH 5000 CICLOS80% W:77Kg WALL;;#N/A;#N/A;https://drive.google.com/file/d/1yFyh1y7ObqTWqKcUq0fBStjNwt8Xl139/view;
Ingesolar;BATERIAS;Precio comercial;$7.198.639;Motoma;BATL10;Litio;51.2V100AH 5000CICLOS80% WALL;;#N/A;#N/A;https://drive.google.com/file/d/1kn5ovaAn-GzG-MZnndInIHIby8u86gWm/view;
Ingesolar;BATERIAS;Precio comercial;$2.650.000;Motoma;BATL13;Litio;12.8V200AH 4000CICLOS80% W: 23Kg;;#N/A;#N/A;https://drive.google.com/file/d/1dK0MNj-hWN4PA3Ra7v4W4004mSDgr6AW/view;
Ingesolar;BATERIAS;Precio comercial;$1.053.000;Motoma;BATL18;Litio;12.8V100AH 4000CICLOS80% W: 12Kg;;#N/A;#N/A;https://drive.google.com/file/d/1dK0MNj-hWN4PA3Ra7v4W4004mSDgr6AW/view;
Ingesolar;BATERIAS;Precio comercial;$2.143.223;Motoma;BATL05;Litio;25.2V42AH 2000CICLOS80% PARA ILUMINACION;;#N/A;#N/A;https://drive.google.com/file/d/1jj64iW5YPpC2aV1RynCvPQt7bEqNpA-K/view;
Ingesolar;BATERIAS;Precio comercial;$2.302.941;Motoma;BATL09;Litio;25.6V54AH 2000CICLOS80% PARA ILUMINACION;;#N/A;#N/A;;
Ingesolar;BATERIAS;Precio comercial;$2.695.000;Motoma;BATL17;Litio;25.6V120AH 4000 CICLOS 80% w:27 kg;;#N/A;#N/A;https://drive.google.com/file/d/1aBjsQ90yyrRFgz5eiorhzNqnOxFB3LgR/view;
Ingesolar;ENERGIA SOLAR;Precio comercial;$845.500;Deye;INVOP08;Micro inversor;500W MONOFASICO 110VAC 60VOC 2 MPPT;12 MESES DE GARANTIA;Capacitaciones a distribuidores, certificaciones y soporte 24h;Aire acondicionado, Software de análisis;https://drive.google.com/file/d/1Jp0rH_VKzP1dUcZfR5WpDnamLVWxgOb9/view;
Ingesolar;ENERGIA SOLAR;Precio comercial;$1.668.912;Deye;INVOP57;Micro inversor;1600W BIFASICO 220VAC 60VOC 4 MPPT;12 MESES DE GARANTIA;Capacitaciones a distribuidores, certificaciones y soporte 24h;Aire acondicionado, Software de análisis;https://drive.google.com/file/d/19F4YNNFV9R_N9eZeApp6h8ZqUAgh35OT/view;
Ingesolar;ENERGIA SOLAR;Precio comercial;$200.000;Allyce;CONM04;MPPT;20A 12V/24V/48V ROJO100VOC;Sin garantia;#N/A;#N/A;https://drive.google.com/file/d/1v5rUp1sEqthHg8bJTJkqUKa6yFa7wHk-/view;
Ingesolar;ENERGIA SOLAR;Precio comercial;$209.318;Allyce;CONM07;MPPT;20A 12V/24V/48V AZUL150VOC;Sin garantia;#N/A;#N/A;https://drive.google.com/file/d/1l0vGF3ZvWrsLCUvOovvH47DYBW7sBdJo/view;
Ingesolar;ENERGIA SOLAR;Precio comercial;$235.305;Epever;CONM27;MPPT;DR2106N 12V 20A60VOC;12 MESES DE GARANTIA;Sistema compatibles con los diferente materiales en tejados;Accesorios;https://drive.google.com/file/d/1quWYMfW3TeayUhSHXYbSXHTWkvFEYlRy/view;
Ingesolar;ENERGIA SOLAR;Precio comercial;$274.532;Epever;CONM34;MPPT;DR2210N 12/24V 20A100VOC;12 MESES DE GARANTIA;Sistema compatibles con los diferente materiales en tejados;Accesorios;https://drive.google.com/file/d/161lSHBWEzSv4TK9zY08xXbOgIqnSanJg/view;
Ingesolar;ENERGIA SOLAR;Precio comercial;$321.584;Epever;CONM35;MPPT;DR3110N 12/24V 30A100VOC;12 MESES DE GARANTIA;Sistema compatibles con los diferente materiales en tejados;Accesorios;https://drive.google.com/file/d/161lSHBWEzSv4TK9zY08xXbOgIqnSanJg/view;
Ingesolar;ENERGIA SOLAR;Precio comercial;$274.523;Epever;CONM33;MPPT;DR3106N 12V 30A60VOC;12 MESES DE GARANTIA;Sistema compatibles con los diferente materiales en tejados;Accesorios;https://drive.google.com/file/d/161lSHBWEzSv4TK9zY08xXbOgIqnSanJg/view;
Ingesolar;ENERGIA SOLAR;Precio comercial;$307.950;Epever;CONM28;MPPT;XTRA 3210N 12/24V 30A100VOC;12 MESES DE GARANTIA;Sistema compatibles con los diferente materiales en tejados;Accesorios;https://drive.google.com/file/d/1BN6m7cOm7NfCWyB4j-o4k2ZrV8F-Ihpk/view;
Ingesolar;ENERGIA SOLAR;Precio comercial;$403.954;Epever;CONM18;MPPT;XTRA 4210N 12/24V 40A100VOC;24 MESES DE GARANTIA;Sistema compatibles con los diferente materiales en tejados;Accesorios;https://drive.google.com/file/d/1BN6m7cOm7NfCWyB4j-o4k2ZrV8F-Ihpk/view;
Ingesolar;ENERGIA SOLAR;Precio comercial;$481.996;Epever;CONM20;MPPT;XTRA 4415N 12/24/36/48V 40A150VOC;;Sistema compatibles con los diferente materiales en tejados;Accesorios;https://drive.google.com/file/d/1BN6m7cOm7NfCWyB4j-o4k2ZrV8F-Ihpk/view;
Ingesolar;ENERGIA SOLAR;Precio comercial;$389.150;Epever;CONM32;MPPT;TRACER 4210AN 12/24V 40A100VOC;;Sistema compatibles con los diferente materiales en tejados;Accesorios;https://drive.google.com/file/d/1jVAaTMiYtp6MTJdYmRt2hfbl52Gd3SiQ/view;
Ingesolar;ENERGIA SOLAR;Precio comercial;$889.797;Epever;CONM17;MPPT;TRACER 6415AN 12/24/36/48V60A150VOC;;Sistema compatibles con los diferente materiales en tejados;Accesorios;https://drive.google.com/file/d/1y3JpERXDG1mJoetYKrlgiFVVMbh3R5Uv/view;
Ingesolar;ENERGIA SOLAR;Precio comercial;$1.526.950;Epever;CONM11;MPPT;TRACER 10415AN 12/24/36/48V100A150VOC;;Sistema compatibles con los diferente materiales en tejados;Accesorios;https://drive.google.com/file/d/1xmbg_z3pQw1Jum_RW9qcuFAt-sA4vF1u/view;
Ingesolar;ENERGIA SOLAR;Precio comercial;$769.200;Epever;CONM09;MPPT;TRACER 4215BN 12/24V 40A150VOC;;Sistema compatibles con los diferente materiales en tejados;Accesorios;https://drive.google.com/file/d/1ER3Ay5jKLN95qKmWgrsWIFjEo1E6Mi-h/view;
Ingesolar;ENERGIA SOLAR;Precio comercial;$1.373.400;Epever;CONM31;MPPT;IT6415ND 12/24/36/48V 60A150VOC;;Sistema compatibles con los diferente materiales en tejados;Accesorios;https://www.epever.com/wp-content/uploads/2021/05/EPEVER-Datasheet_iTracer.pdf;
Ingesolar;ENERGIA SOLAR;Precio comercial;$165.753;Epever;CONM25;MPPT;TRACER 2606 BPL 12/24V 10A60VOC;;Sistema compatibles con los diferente materiales en tejados;Accesorios;https://drive.google.com/file/d/1aH8PirBIoGX0EKu_H35xBaDjKvM2BJhp/view;
Ingesolar;ENERGIA SOLAR;Precio comercial;$161.900;Epever;CONM13;MPPT;TRACER 3906 BPL 12/24V 15A60VOC;;Sistema compatibles con los diferente materiales en tejados;Accesorios;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$244.850;Epever;CONM19;MPPT;TRACER 5206 BPL 12/24V 20A60VOC;;Sistema compatibles con los diferente materiales en tejados;Accesorios;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$150.070;Epever;CONM21;MPPT;TRACER 3906 LPLI 12/24V 15A60VOC;;Sistema compatibles con los diferente materiales en tejados;Accesorios;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$301.361;Epever;CONM05;MPPT;TRIRON 2210N 12/24V 20A100VOC;;Sistema compatibles con los diferente materiales en tejados;Accesorios;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$461.588;Epever;CONM29;MPPT;TRIRON 4215N 12/24V 40A100VOC;;Sistema compatibles con los diferente materiales en tejados;Accesorios;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$484.288;Epever;CONM30;MPPT;TRIRON 4215N 12/24V 40A150VOC;;Sistema compatibles con los diferente materiales en tejados;Accesorios;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$399.310;Epever;CONM36;MPPT;MSC 3210N 12/24V 30A100VOC;;Sistema compatibles con los diferente materiales en tejados;Accesorios;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$474.674;Epever;CONM40;MPPT;MSC 4210N 12/24V 40A100VOC;;Sistema compatibles con los diferente materiales en tejados;Accesorios;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$630.000;JFY;CONM02;MPPT;40A 36V/48V150VOC;;#N/A;#N/A;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$1.700.000;JFY;CONM01;MPPT;100A 36/48V150VOC;;#N/A;#N/A;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$515.653;Must;CONM37;MPPT;12/24/36/48V 60A145VOC;;#N/A;#N/A;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$588.843;Must;CONM38;MPPT;12/24/36/48V 80A145VOC;;#N/A;#N/A;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$655.378;Must;CONM39;MPPT;12/24/36/48V 100A 145VOC;;#N/A;#N/A;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$120.768;Allyce;INVOM04;Onda modificada;400W 12Vdc a 110Vac;;#N/A;#N/A;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$144.750;Allyce;INVOM05;Onda modificada;600W 24Vdc a 110Vac;;#N/A;#N/A;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$229.770;Allyce;INVOM01;Onda modificada;1000W 12Vdc a 110Vac;;#N/A;#N/A;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$293.000;Allyce;INVOM08;Onda modificada;1000W 24Vdc a 110Vac;;#N/A;#N/A;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$599.250;Allyce;INVOM07;Onda modificada;2000W 12Vdc a 110Vac;;#N/A;#N/A;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$575.300;Allyce;INVOM24;Onda modificada;2000W 24Vdc a 110Vac;;#N/A;#N/A;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$425.250;JFY;INVOM06;Onda modificada;CONTROLADOR 40A750W 12Vdc A110Vac;;#N/A;#N/A;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$30.100;Allyce;CONP11;PWM;CON DISPLAY 24/12V  10A50VOCECO;;#N/A;#N/A;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$52.722;Allyce;CONP21;PWM;CON DISPLAY 24/12V  10A50VOC;;#N/A;#N/A;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$57.177;Allyce;CONP04;PWM;CON DISPLAY 24/12V  20A50VOC;;#N/A;#N/A;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$85.850;Allyce;CONP05;PWM;CON DISPLAY 24/12V  30A50VOC;;#N/A;#N/A;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$166.474;Allyce;CONP06;PWM;CON DISPLAY 24/12V  60A50VOC;;#N/A;#N/A;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$212.625;Allyce;CONP01;PWM;CON DISPLAY 48V  30A100VOC;;#N/A;#N/A;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$108.124;Epever;CONP10;PWM;VS2024AU 12/24V 20A50VOC;;Sistema compatibles con los diferente materiales en tejados;Accesorios;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$134.950;Epever;CONP09;PWM;VS3024AU 12/24V 30A50VOC;;Sistema compatibles con los diferente materiales en tejados;Accesorios;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$152.771;Epever;CONP16;PWM;VS4524AU 12/24V 45A50VOC;;Sistema compatibles con los diferente materiales en tejados;Accesorios;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$231.525;Epever;CONP19;PWM;VS6024AU 12/24V 60A50VOC;;Sistema compatibles con los diferente materiales en tejados;Accesorios;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$667.407;Epever;CONP12;PWM;VS4548BN 12/24/36/48V 45A100VOC;;Sistema compatibles con los diferente materiales en tejados;Accesorios;;
Ingesolar;ENERGIA SOLAR;Precio comercial;$747.486;Epever;CONP14;PWM;VS6048BN 12/24/36/48V 60A100VOC;;Sistema compatibles con los diferente materiales en tejados;Accesorios;;
MANSILLA ORTIZ ENERGIA SOLAR S.A.S;ENERGIA SOLAR;Precio declarado;$5.967.990;SMA;SB 5.0-1SP-US-41;Inversor On grid;Inversor SMA SUNNY BOY 5.0 US;;;;https://meicosolar.com/wp-content/uploads/2017/08/Sunny-Boy-3.0-7.7-US-DUS161915.pdf;
MANSILLA ORTIZ ENERGIA SOLAR S.A.S;ENERGIA SOLAR;Precio declarado;$16.016.940;SMA;Sunny Tripower X-US;Inversor On grid;;;;;https://files.sma.de/assets/279316.pdf;
Meico;ENERGIA SOLAR;Precio comercial;;Growatt;SPF 3000TL LVM48P;Inversor cargador;;;Reconocimiento de marca, garantía, fiabilidad y seguridad, Economia del producto, facilidades en el uso e instalación, protecciones IP, estabilidad en sistema por la comunicación de los equipos.;Software de análisis, cargadores de vehículos;;
Meico;ENERGIA SOLAR;Precio comercial;;Growatt;SPF 6000TL LVM48P;Inversor cargador;;;Reconocimiento de marca, garantía, fiabilidad y seguridad, Economia del producto, facilidades en el uso e instalación, protecciones IP, estabilidad en sistema por la comunicación de los equipos.;Software de análisis, cargadores de vehículos;;
Meico;ENERGIA SOLAR;Precio comercial;;Victron;Inversor Phoenix 500VA;Inversor cargador;;;#N/A;#N/A;;
Meico;ENERGIA SOLAR;Precio comercial;;Victron;Inversor Phoenix 1200VA;Inversor cargador;;;#N/A;#N/A;;
Meico;ENERGIA SOLAR;Precio comercial;;Victron;24/2000/8050;Inversor cargador;;;#N/A;#N/A;;
Meico;ENERGIA SOLAR;Precio comercial;;Victron;24/3000/7050;Inversor cargador;;;#N/A;#N/A;;
Meico;ENERGIA SOLAR;Precio comercial;;Victron;48/5000/70100/100;Inversor cargador;;;#N/A;#N/A;;
Meico;ENERGIA SOLAR;Precio comercial;;Victron;48/10000/140100/100;Inversor cargador;;;#N/A;#N/A;;
Meico;ENERGIA SOLAR;Precio comercial;;Victron;24/3000/7050 MPPT150/70;Inversor cargador;;;#N/A;#N/A;;
Meico;ENERGIA SOLAR;Precio comercial;;Victron;48/5000/70100 MPPT150/100;Inversor cargador;;;#N/A;#N/A;;
Meico;ENERGIA SOLAR;Precio comercial;;Growatt;SPF 3000TL LVM48P;Inversor off grid;;;Reconocimiento de marca, garantía, fiabilidad y seguridad, Economia del producto, facilidades en el uso e instalación, protecciones IP, estabilidad en sistema por la comunicación de los equipos.;Software de análisis, cargadores de vehículos;;
Meico;ENERGIA SOLAR;Precio comercial;;Growatt;SPF 6000TL LVM48P;Inversor off grid;;;Reconocimiento de marca, garantía, fiabilidad y seguridad, Economia del producto, facilidades en el uso e instalación, protecciones IP, estabilidad en sistema por la comunicación de los equipos.;Software de análisis, cargadores de vehículos;;
Meico;ENERGIA SOLAR;Precio comercial;;Solis;S6GR1P5K;Inversor On grid;;;Economia del producto, facilidades en el uso e instalación, protecciones IP.;Software de análisis, cargadores de vehículos;;
Meico;ENERGIA SOLAR;Precio comercial;;Solis;S6GR1P6K;Inversor On grid;;;Economia del producto, facilidades en el uso e instalación, protecciones IP.;Software de análisis, cargadores de vehículos;;
Meico;ENERGIA SOLAR;Precio comercial;;Growatt;MIC 3000TLX;Inversor On grid;;;Reconocimiento de marca, garantía, fiabilidad y seguridad, Economia del producto, facilidades en el uso e instalación, protecciones IP, estabilidad en sistema por la comunicación de los equipos.;Software de análisis, cargadores de vehículos;;
Meico;ENERGIA SOLAR;Precio comercial;;Growatt;MIN 5000TLX;Inversor On grid;;;Reconocimiento de marca, garantía, fiabilidad y seguridad, Economia del producto, facilidades en el uso e instalación, protecciones IP, estabilidad en sistema por la comunicación de los equipos.;Software de análisis, cargadores de vehículos;;
Meico;ENERGIA SOLAR;Precio comercial;;Growatt;MIN 6000TLX;Inversor On grid;;;Reconocimiento de marca, garantía, fiabilidad y seguridad, Economia del producto, facilidades en el uso e instalación, protecciones IP, estabilidad en sistema por la comunicación de los equipos.;Software de análisis, cargadores de vehículos;;
Meico;ENERGIA SOLAR;Precio comercial;;Growatt;MIN 10000TLX;Inversor On grid;;;Reconocimiento de marca, garantía, fiabilidad y seguridad, Economia del producto, facilidades en el uso e instalación, protecciones IP, estabilidad en sistema por la comunicación de los equipos.;Software de análisis, cargadores de vehículos;;
Meico;ENERGIA SOLAR;Precio comercial;;SMA;Sunny Boy 5US;Inversor On grid;;;#N/A;#N/A;;
